name,images
"Shanghai, China","[{'position': 1, 'thumbnail': 'https://serpapi.com/searches/6311fec5477c0e5125cbf9ad/images/845491e77c2346fa0e1957fc7c5a8313029b3d16c67916aefedb2aab1002a557.jpeg', 'source': 'en.wikipedia.org', 'title': 'Shanghai - Wikipedia', 'link': 'https://en.wikipedia.org/wiki/Shanghai', 'original': 'https://upload.wikimedia.org/wikipedia/commons/thumb/d/df/Pudong_Shanghai_November_2017_panorama.jpg/278px-Pudong_Shanghai_November_2017_panorama.jpg', 'is_product': False}, {'position': 2, 'thumbnail': 'https://serpapi.com/searches/6311fec5477c0e5125cbf9ad/images/845491e77c2346fa24fe007b5d59241bab4642b5e3afbb1f8937e153879f66ef.jpeg', 'source': 'china-briefing.com', 'title': 'Shanghai Facts - Industry, Economics, and Policy', 'link': 'https://www.china-briefing.com/news/shanghai-industry-economics-policy/', 'original': 'https://www.china-briefing.com/news/wp-content/uploads/2019/04/China-Briefing-Shanghai-Industry-Economics-and-Policy.jpg', 'is_product': False}, {'position': 3, 'thumbnail': 'https://serpapi.com/searches/6311fec5477c0e5125cbf9ad/images/845491e77c2346fa5994187eb5a3f11afc12850412630090b1f645a6cd571374.jpeg', 'source': 'ft.com', 'title': 'China claims Covid victory in Shanghai despite recession risks | Financial  Times', 'link': 'https://www.ft.com/content/655992bb-d62a-400d-8305-fa482aae53b8', 'original': 'https://d1e00ek4ebabms.cloudfront.net/production/657aa5c1-7601-40b1-ab0c-fd1ed7966630.jpg', 'is_product': False}, {'position': 4, 'thumbnail': 'https://serpapi.com/searches/6311fec5477c0e5125cbf9ad/images/845491e77c2346fac7059003014fb165ac2ac49475fdf4a94412ae7a6805d1d5.jpeg', 'source': 'britannica.com', 'title': 'Shanghai | History, Population, & Facts | Britannica', 'link': 'https://www.britannica.com/place/Shanghai', 'original': 'https://cdn.britannica.com/84/181984-050-2EB1172F/district-Huangpu-Shanghai-China.jpg', 'is_product': False}, {'position': 5, 'thumbnail': 'https://serpapi.com/searches/6311fec5477c0e5125cbf9ad/images/845491e77c2346fa2773919f33a5ae9e71b97cec205f7c204465221f03166edf.jpeg', 'source': 'skyscrapercenter.com', 'title': 'Shanghai - The Skyscraper Center', 'link': 'https://www.skyscrapercenter.com/city/shanghai', 'original': 'https://images.skyscrapercenter.com/uploads/Shanghai_2016_(Public__Domain)Li__Yang210118-060140.jpg', 'is_product': False}]"

"Los Angeles, USA","[{'position': 1, 'thumbnail': 'https://serpapi.com/searches/6311fec83bea7b79a30ede4f/images/2fcd551cadad73188bce457992eea556732c03e0a8c6f4f72d2c8badc107ed12.jpeg', 'source': 'en.wikipedia.org', 'title': 'Los Angeles - Wikipedia', 'link': 'https://en.wikipedia.org/wiki/Los_Angeles', 'original': 'https://upload.wikimedia.org/wikipedia/commons/f/fa/Wiki_training_0226.jpg', 'is_product': False}, {'position': 2, 'thumbnail': 'https://serpapi.com/searches/6311fec83bea7b79a30ede4f/images/2fcd551cadad73182bed2bc4547b03d0b76acafb3b0d7a702589e718fb30df5d.jpeg', 'source': 'visittheusa.com', 'title': 'Los Angeles: glamour, beautiful beaches and culture | Visit The USA', 'link': 'https://www.visittheusa.com/destination/los-angeles', 'original': 'https://www.visittheusa.com/sites/default/files/styles/hero_l/public/images/hero_media_image/2017-01/Getty_515070156_EDITORIALONLY_LosAngeles_HollywoodBlvd_Web72DPI_0.jpg?h=0a8b6f8b&itok=lst_2_5d', 'is_product': False}, {'position': 3, 'thumbnail': 'https://serpapi.com/searches/6311fec83bea7b79a30ede4f/images/2fcd551cadad7318b18d62fd7079e3a614562814e3608dadfd5a652352bdac8b.jpeg', 'source': 'en.wikipedia.org', 'title': 'Los Angeles - Wikipedia', 'link': 'https://en.wikipedia.org/wiki/Los_Angeles', 'original': 'https://upload.wikimedia.org/wikipedia/commons/thumb/6/69/Los_Angeles_with_Mount_Baldy.jpg/288px-Los_Angeles_with_Mount_Baldy.jpg', 'is_product': False}, {'position': 4, 'thumbnail': 'https://serpapi.com/searches/6311fec83bea7b79a30ede4f/images/2fcd551cadad7318dd58a25edf03a819ef26fc596ce6a76d03eb940d8a0c8fc3.jpeg', 'source': 'worldtravelguide.net', 'title': 'The complete guide to Los Angeles', 'link': 'https://www.worldtravelguide.net/guides/north-america/united-states-of-america/california/los-angeles/', 'original': 'https://www.worldtravelguide.net/wp-content/uploads/2017/04/Think-USA-CA-LosAngeles-466385117-SeanPavonePhoto-copy.jpg', 'is_product': False}, {'position': 5, 'thumbnail': 'https://serpapi.com/searches/6311fec83bea7b79a30ede4f/images/2fcd551cadad7318acb8067c6692e423a7f9a8f7436a4558e31db87baa248299.jpeg', 'source': 'cunard.com', 'title': 'Visit Los Angeles in California with Cunard', 'link': 'https://www.cunard.com/en-us/ports/los-angeles-ca-usa', 'original': 'https://www.cunard.com/content/dam/cunard/inventory-assets/ports/LAX/LAX.jpg.1533900194693.image.750.563.low.jpg', 'is_product': False}]"

"Jaipur, India","[{'position': 1, 'thumbnail': 'https://serpapi.com/searches/6311fecbc999038e269784a7/images/168105cbdc17ca200aaaef73df6a6a2a4b355821c8fb331598b5181ed03409fe.jpeg', 'source': 'en.wikipedia.org', 'title': 'Jaipur - Wikipedia', 'link': 'https://en.wikipedia.org/wiki/Jaipur', 'original': 'https://upload.wikimedia.org/wikipedia/commons/4/41/East_facade_Hawa_Mahal_Jaipur_from_ground_level_%28July_2022%29_-_img_01.jpg', 'is_product': False}, {'position': 2, 'thumbnail': 'https://serpapi.com/searches/6311fecbc999038e269784a7/images/168105cbdc17ca20327aeb95fc3f55ab00f641030949552058b562f288d0a819.jpeg', 'source': 'honestlywtf.com', 'title': 'Visiting: Jaipur, India - Honestly WTF', 'link': 'https://honestlywtf.com/travel/visiting-jaipur-india/', 'original': 'https://honestlywtf.com/wp-content/uploads/2020/01/india75.jpg', 'is_product': False}, {'position': 3, 'thumbnail': 'https://serpapi.com/searches/6311fecbc999038e269784a7/images/168105cbdc17ca202f24f43a65e952fd8f16171e73c2bbd3c9800223b66ddaad.jpeg', 'source': 'cnn.com', 'title': ""Jaipur: Why India's 'Pink City' is a photographer's paradise - CNN Style"", 'link': 'https://www.cnn.com/style/article/jaipur-pink-city-architecture-photography/index.html', 'original': 'http://cdn.cnn.com/cnnnext/dam/assets/180221121711-victor-cheng-pink-city.jpg', 'is_product': False}, {'position': 4, 'thumbnail': 'https://serpapi.com/searches/6311fecbc999038e269784a7/images/168105cbdc17ca20d87a301cee7d137631ca1c9f45af0c11e91eccf42a942a04.jpeg', 'source': 'historyextra.com', 'title': 'My favourite place: Jaipur, India | HistoryExtra', 'link': 'https://www.historyextra.com/period/20th-century/my-favourite-place-jaipur-india/', 'original': 'https://images.immediate.co.uk/production/volatile/sites/7/2017/11/GettyImages-682789526-36d8f33.jpg', 'is_product': False}, {'position': 5, 'thumbnail': 'https://serpapi.com/searches/6311fecbc999038e269784a7/images/168105cbdc17ca20d537c6fc77d43e82bf6a91c0602aa3104980871e8871b1c7.jpeg', 'source': 'travelsbyknutte.com', 'title': 'Popular things to do in Jaipur - India - TRAVELS BY KNUTTE', 'link': 'https://www.travelsbyknutte.com/india/jaipur-india/', 'original': 'https://www.travelsbyknutte.com/wp-content/uploads/2020/04/DSC_0124.jpg', 'is_product': False}]"

"Johor Bahru, MalaysiaÂ ","[{'position': 1, 'thumbnail': 'https://serpapi.com/searches/6311fecd925641afe1ae0610/images/33715a34806872814a04d48faf66f335a676bc5cb338c80cf1eede5086ddfa33.jpeg', 'source': 'kayak.com', 'title': 'Johor Bahru Travel Guide | Johor Bahru Tourism - KAYAK', 'link': 'https://www.kayak.com/Johor-Bahru.44529.guide', 'original': 'https://content.r9cdn.net/rimg/dimg/2f/8e/5e54c6c2-city-44529-1732ead8292.jpg?width=1366&height=768&xhint=3180&yhint=1735&crop=true', 'is_product': False}, {'position': 2, 'thumbnail': 'https://serpapi.com/searches/6311fecd925641afe1ae0610/images/33715a34806872815c385a55a546f3d7b30beae314da47c5bd1ac53b45a1a3eb.jpeg', 'source': 'de-cix.net', 'title': 'Johor Bahru', 'link': 'https://www.de-cix.net/en/locations/johor-bahru', 'original': 'https://www.de-cix.net/_Resources/Persistent/a/d/7/0/ad700767968de4cd8ea91a5a23841518a4b85c11/City-Johor%20Bahru-497342101-4201x2197-600x314.jpg', 'is_product': False}, {'position': 3, 'thumbnail': 'https://serpapi.com/searches/6311fecd925641afe1ae0610/images/33715a3480687281f882e3793440249fdf13b02bf6b93530ab664a0b0caee1f7.jpeg', 'source': 'scmp.com', 'title': 'Johor Bahru: Why the Malaysian city – a bridge away from Singapore – will  make the ideal weekend escape when the coronavirus pandemic is over | South  China Morning Post', 'link': 'https://www.scmp.com/magazines/style/leisure/article/3079217/johor-bahru-why-malaysian-city-bridge-away-singapore-will', 'original': 'https://cdn.i-scmp.com/sites/default/files/d8/images/methode/2020/04/10/56349a2c-7a3e-11ea-9b24-e7152d1bf921_image_hires_052345.JPG', 'is_product': False}, {'position': 4, 'thumbnail': 'https://serpapi.com/searches/6311fecd925641afe1ae0610/images/33715a348068728108024c619f5ecbf07282437e9f77a5de6b9dab21eaed383c.jpeg', 'source': 'skyscrapercenter.com', 'title': 'Johor Bahru - The Skyscraper Center', 'link': 'https://www.skyscrapercenter.com/city/johor-bahru', 'original': 'https://images.skyscrapercenter.com/uploads/Johor-Bahru_-2011_(CC__BY-SA)Peugeoto210126-060111.jpg', 'is_product': False}, {'position': 5, 'thumbnail': 'https://serpapi.com/searches/6311fecd925641afe1ae0610/images/33715a34806872818b47202b17a765118d00f758d415855a6eef10e5942cdae9.jpeg', 'source': 'en.wikipedia.org', 'title': 'Johor Bahru - Wikipedia', 'link': 'https://en.wikipedia.org/wiki/Johor_Bahru', 'original': 'https://upload.wikimedia.org/wikipedia/commons/thumb/2/2d/Johor_Bahru_skyline_at_night.jpg/278px-Johor_Bahru_skyline_at_night.jpg', 'is_product': False}]"

"Barcelona, Spain","[{'position': 1, 'thumbnail': 'https://serpapi.com/searches/6311fed014b2457d828c4132/images/f8c0c8e886b1c47768471a6d7e7bc99f14974d6d8f6ea4ddf7afc737d1f1a860.jpeg', 'source': 'fodors.com', 'title': ""Top 31 Things to Do in Barcelona – Fodor's Travel Guide"", 'link': 'https://www.fodors.com/world/europe/spain/barcelona/experiences/news/photos/25-ultimate-things-to-do-in-barcelona', 'original': 'https://www.fodors.com/wp-content/uploads/2022/03/Hero-UPDATEBarcelona-iStock-1320014700-1.jpg', 'is_product': False}, {'position': 2, 'thumbnail': 'https://serpapi.com/searches/6311fed014b2457d828c4132/images/f8c0c8e886b1c477bc664e8cec005f1f0ec24d95eb6c2ca72df98e07da5e5524.jpeg', 'source': '10best.com', 'title': 'See Barcelona, Spain on this stunning photo tour', 'link': 'https://www.10best.com/interests/explore/see-barcelona-spain-on-stunning-photo-tour/', 'original': 'https://img1.10bestmedia.com/Images/Photos/378847/GettyImages-1085317916_54_990x660.jpg', 'is_product': False}, {'position': 3, 'thumbnail': 'https://serpapi.com/searches/6311fed014b2457d828c4132/images/f8c0c8e886b1c4776a065b5a3381df937c13229741b378b709ddb35c027c530e.jpeg', 'source': 'thecrazytourist.com', 'title': '15 Best Things to Do in Barcelona (Spain) - The Crazy Tourist', 'link': 'https://www.thecrazytourist.com/best-things-barcelona-spain/', 'original': 'https://cdn.thecrazytourist.com/wp-content/uploads/2022/05/ccimage-shutterstock_395162041.jpg', 'is_product': False}, {'position': 4, 'thumbnail': 'https://serpapi.com/searches/6311fed014b2457d828c4132/images/f8c0c8e886b1c477856345d6a0357a8ae07cc463def91aa8ee663d0f8c878870.jpeg', 'source': 'spain.info', 'title': 'Barcelona, what to see and do | spain.info in english', 'link': 'https://www.spain.info/en/destination/barcelona/', 'original': 'https://www.spain.info/.content/imagenes/cabeceras-grandes/cataluna/park-guell-barcelona-s-305364611.jpg', 'is_product': False}, {'position': 5, 'thumbnail': 'https://serpapi.com/searches/6311fed014b2457d828c4132/images/f8c0c8e886b1c47790a8479ee930714234cb8d25804d8e241bff94eb13141a9d.jpeg', 'source': 'lonelyplanet.com', 'title': 'Best parks in Barcelona - Lonely Planet', 'link': 'https://www.lonelyplanet.com/articles/best-parks-barcelona', 'original': 'https://lp-cms-production.imgix.net/2021-07/GettyRF_1137803766.jpg?auto=format&q=40&ar=16%3A9&fit=crop', 'is_product': False}]"

"Cairo, Egypt","[{'position': 1, 'thumbnail': 'https://serpapi.com/searches/6311fed5c573d5224f68c58e/images/d1cfd0ecaeaaa665abc50c3c72fbd6c4fab3006191c803566c9b9857c61d5cef.jpeg', 'source': 'travelawaits.com', 'title': ""9 Amazing Things To Do In Cairo After You've Visited The Pyramids -  TravelAwaits"", 'link': 'https://www.travelawaits.com/2724722/cairo-egypt-best-things-to-do/', 'original': 'https://upload.travelawaits.com/ta/uploads/2022/01/shutterstock_1456340768-800x800.jpg', 'is_product': False}, {'position': 2, 'thumbnail': 'https://serpapi.com/searches/6311fed5c573d5224f68c58e/images/d1cfd0ecaeaaa66594d2f0d5a6fe91e8a4ec9aeae9e1fc656a3f23e20543103a.jpeg', 'source': 'journeytoegypt.com', 'title': 'Cairo History, Cairo Information, Cairo Facts, Cairo Egypt - Journey To  Egypt', 'link': 'https://www.journeytoegypt.com/en/discover-egypt/cairo-egypt', 'original': 'https://d3rr2gvhjw0wwy.cloudfront.net/uploads/mandators/49581/file-manager/cairo-city-egypt-2020.jpg', 'is_product': False}, {'position': 3, 'thumbnail': 'https://serpapi.com/searches/6311fed5c573d5224f68c58e/images/d1cfd0ecaeaaa66533e2b9ddba5a1cb448ee0f6867f04dd777ba695146369790.jpeg', 'source': 'tripadvisor.com', 'title': 'CHEAP FLIGHTS FROM Dubai, United Arab Emirates to Cairo, Egypt (with  Prices) [DXB - CAI] - Tripadvisor', 'link': 'https://www.tripadvisor.com/Flights-g294201-o295424-Dubai_to_Cairo.html', 'original': 'https://media-cdn.tripadvisor.com/media/photo-c/2560x500/03/9b/2f/5b/cairo.jpg', 'is_product': False}, {'position': 4, 'thumbnail': 'https://serpapi.com/searches/6311fed5c573d5224f68c58e/images/d1cfd0ecaeaaa665c7bc0358901670511d3d94e60655a1523cbf9a4c2478c075.jpeg', 'source': 'saltinourhair.com', 'title': '7 Best Things To Do in Cairo, Egypt (Travel Guide) · Salt in our Hair', 'link': 'https://www.saltinourhair.com/egypt/cairo/', 'original': 'https://static.saltinourhair.com/wp-content/uploads/2019/03/23140923/cairo-pyramids-giza.jpg', 'is_product': False}, {'position': 5, 'thumbnail': 'https://serpapi.com/searches/6311fed5c573d5224f68c58e/images/d1cfd0ecaeaaa6651383d8841f0f5c9b3e1a17e3f0e1dc851abddc4176a1e54b.jpeg', 'source': 'wanderingwheatleys.com', 'title': 'The Top 10 Things to do in Cairo – Wandering Wheatleys', 'link': 'https://wanderingwheatleys.com/the-top-things-to-do-in-cairo-egypt/', 'original': 'https://wanderingwheatleys.com/wp-content/uploads/2022/05/the-top-things-to-do-in-cairo-egypt-header.jpg', 'is_product': False}]"

"Las Vegas, USAÂ ","[{'position': 1, 'thumbnail': 'https://serpapi.com/searches/6311fed787a0ee27222c6379/images/0db3e080b5d7c3ab82edef2e78ffc7751170a7fea79d1868e72c74a79435a5bd.jpeg', 'source': 'traveller.com.au', 'title': 'Travelling to Las Vegas, USA: Is it worth visiting?', 'link': 'https://www.traveller.com.au/travelling-to-las-vegas-usa-is-it-worth-visiting-h1p6l4', 'original': 'https://www.traveller.com.au/content/dam/images/h/1/p/6/l/5/image.related.socialLead.620x349.h1p6l4.png/1593998999030.jpg', 'is_product': False}, {'position': 2, 'thumbnail': 'https://serpapi.com/searches/6311fed787a0ee27222c6379/images/0db3e080b5d7c3abe0993d7e65ccb6ce06cb125597f6a65366c14fc99b78567d.jpeg', 'source': 'airpano.com', 'title': 'Las Vegas, USA', 'link': 'https://www.airpano.com/360video/vr-vegas/', 'original': 'https://airpano.ru/files/360video/vr-vegas/images/image2.jpg', 'is_product': False}, {'position': 3, 'thumbnail': 'https://serpapi.com/searches/6311fed787a0ee27222c6379/images/0db3e080b5d7c3abf07e88881ee14062b43b4f732885e5dfc627598b20aa7a1a.jpeg', 'source': 'youtube.com', 'title': 'Las Vegas, USA 🇺🇸 - by drone [4K] - YouTube', 'link': 'https://www.youtube.com/watch?v=Inun9TW-0Fo', 'original': 'https://i.ytimg.com/vi/Inun9TW-0Fo/maxresdefault.jpg', 'is_product': True}, {'position': 4, 'thumbnail': 'https://serpapi.com/searches/6311fed787a0ee27222c6379/images/0db3e080b5d7c3abb3eabfc6b97458165e98688836d27bcd010da3ee35c77e3e.jpeg', 'source': 'visittheusa.com', 'title': 'Las Vegas - Explore the Las Vegas Strip & Beyond | Visit The USA', 'link': 'https://www.visittheusa.com/destination/las-vegas', 'original': 'https://www.visittheusa.com/sites/default/files/styles/hero_l/public/images/hero_media_image/2016-10/PM_Strip_2014_Cosmo_North_Dusk_260B_Web72DPI.jpg?itok=fRrFCurg', 'is_product': False}, {'position': 5, 'thumbnail': 'https://serpapi.com/searches/6311fed787a0ee27222c6379/images/0db3e080b5d7c3ab71ef29dbee62f7656053ee802110ea94279fdade8fbacd9b.jpeg', 'source': 'youtube.com', 'title': 'LAS VEGAS - USA 🇺🇸 - YouTube', 'link': 'https://www.youtube.com/watch?v=533jlfCsPT0', 'original': 'https://i.ytimg.com/vi/533jlfCsPT0/maxresdefault.jpg', 'is_product': True}]"

"Milan, Italy","[{'position': 1, 'thumbnail': 'https://serpapi.com/searches/6311fedaad7fa958aef03ff0/images/7eeab5c5200c5296acc76904a0a0a812d4d160d616e4a1ed4ef7b763db9e5d0a.jpeg', 'source': 'britannica.com', 'title': 'Milan | History, Population, Climate, & Facts | Britannica', 'link': 'https://www.britannica.com/place/Milan-Italy', 'original': 'https://cdn.britannica.com/32/20032-050-B0CF9E76/Shoppers-Galleria-Vittorio-Emanuele-II-Italy-Milan.jpg', 'is_product': False}, {'position': 2, 'thumbnail': 'https://serpapi.com/searches/6311fedaad7fa958aef03ff0/images/7eeab5c5200c529612c0c2a7a3bd5e25090ab25a86c2729bd9d0b9fae158a324.jpeg', 'source': 'juliasalbum.com', 'title': ""Top 10 Things To Do in Milan, Italy - Julia's Album"", 'link': 'https://juliasalbum.com/things-to-do-milan/', 'original': 'https://juliasalbum.com/wp-content/uploads/2019/04/Milan-Italy-2.jpg', 'is_product': False}, {'position': 3, 'thumbnail': 'https://serpapi.com/searches/6311fedaad7fa958aef03ff0/images/7eeab5c5200c5296ad6ca99cd38ef50be9061f9b97b784e12dc4d158e2bb1b9b.jpeg', 'source': 'en.wikipedia.org', 'title': 'Milan - Wikipedia', 'link': 'https://en.wikipedia.org/wiki/Milan', 'original': 'https://upload.wikimedia.org/wikipedia/commons/5/58/Milan.Proper.Wikipedia.Image.png', 'is_product': False}, {'position': 4, 'thumbnail': 'https://serpapi.com/searches/6311fedaad7fa958aef03ff0/images/7eeab5c5200c52965889b9f5790a3e04fd4ac5cb008ad6e4e669b89cd44675ec.jpeg', 'source': 'nationalgeographic.com', 'title': 'Top 10 Things to Do in Milan, Italy', 'link': 'https://www.nationalgeographic.com/travel/article/top-activities-things-to-do-81', 'original': 'https://i.natgeofe.com/n/485b2f58-8e2b-4633-a1c5-658bf513e53e/alps-milan-italy_16x9.jpg', 'is_product': False}, {'position': 5, 'thumbnail': 'https://serpapi.com/searches/6311fedaad7fa958aef03ff0/images/7eeab5c5200c52967af4e3a0883259abfcf096f15d26853d9580fcbacef8c9ed.jpeg', 'source': 'thecrazytourist.com', 'title': '17 Best Things to Do in Milan (Italy) - The Crazy Tourist', 'link': 'https://www.thecrazytourist.com/17-best-things-milan-italy/', 'original': 'https://cdn.thecrazytourist.com/wp-content/uploads/2020/11/ccimage-shutterstock_662857045.jpg', 'is_product': False}]"

"Vienna, Austria","[{'position': 1, 'thumbnail': 'https://serpapi.com/searches/6311fee0cca014a8f1c4a56f/images/b7b9b517486593f931db77c0ca6f00a048dab71a9127905003ff3104c449edcc.jpeg', 'source': 'travelandleisure.com', 'title': 'Vienna Travel Guide: Vacation + Trip Ideas', 'link': 'https://www.travelandleisure.com/travel-guide/vienna', 'original': 'https://www.travelandleisure.com/thmb/qqNCoyI7ty1cu0QAn_QnuZiRi3Q=/1200x1200/smart/filters:no_upscale()/vienna-austria-VIENNATG0621-ecb0ee926c2d49c4bce610db594f7405.jpg', 'is_product': False}, {'position': 2, 'thumbnail': 'https://serpapi.com/searches/6311fee0cca014a8f1c4a56f/images/b7b9b517486593f9e78d816aaca69f5cc97a507b0ebd6ed3b635b6d7d9814495.jpeg', 'source': 'en.wikipedia.org', 'title': 'Vienna - Wikipedia', 'link': 'https://en.wikipedia.org/wiki/Vienna', 'original': 'https://upload.wikimedia.org/wikipedia/commons/f/fc/Montage_of_Vienna.jpg', 'is_product': False}, {'position': 3, 'thumbnail': 'https://serpapi.com/searches/6311fee0cca014a8f1c4a56f/images/b7b9b517486593f9500e34c48911f6340db1e7f28712c74d1fc03fd78122550a.jpeg', 'source': 'tripsavvy.com', 'title': 'Top Things to Do in Vienna, Austria', 'link': 'https://www.tripsavvy.com/the-top-things-to-do-in-vienna-austria-4158073', 'original': 'https://www.tripsavvy.com/thmb/xdZvRkIhuo-oYH3yBl6kIuPV2o0=/3648x3648/smart/filters:no_upscale()/IMG_9525-76f0050cea1043e59b156f0ba8d4ac1f.jpg', 'is_product': False}, {'position': 4, 'thumbnail': 'https://serpapi.com/searches/6311fee0cca014a8f1c4a56f/images/b7b9b517486593f98c45de1664e4554ff1df9f06c42ee568d4f051cd9136b956.jpeg', 'source': 'lonelyplanet.com', 'title': 'Experience Vienna - Lonely Planet | Austria, Europe', 'link': 'https://www.lonelyplanet.com/austria/vienna', 'original': 'https://lp-cms-production.imgix.net/2020-11/500pxRF_112868985.jpg', 'is_product': False}, {'position': 5, 'thumbnail': 'https://serpapi.com/searches/6311fee0cca014a8f1c4a56f/images/b7b9b517486593f91ba9f3732f16fb57fe32e9d250189f5d06d6ca23a810b927.jpeg', 'source': 'whereig.com', 'title': 'Where is Vienna, Austria? Location Map, Geography & Facts - Whereig', 'link': 'https://www.whereig.com/austria/where-is-vienna.html', 'original': 'https://www.whereig.com/austria/vienna-location-map.jpg', 'is_product': False}]"

"Athens, Greece","[{'position': 1, 'thumbnail': 'https://serpapi.com/searches/6311fee9ca968f9db5157805/images/842a67711afa2404ae1ac0ddf31256ddfb0a622fd681616b63a03bd56f399364.jpeg', 'source': 'tripadvisor.com', 'title': 'Athens, Greece 2022: Best Places to Visit - Tripadvisor', 'link': 'https://www.tripadvisor.com/Tourism-g189400-Athens_Attica-Vacations.html', 'original': 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/c0/98/c5/caption.jpg?w=700&h=-1&s=1&cx=960&cy=638&chk=v1_dd51d42e9a888a6b338f', 'is_product': False}, {'position': 2, 'thumbnail': 'https://serpapi.com/searches/6311fee9ca968f9db5157805/images/842a67711afa240460df6706a5e43175de8bc0b6bbb2f6499b712d86264335e4.jpeg', 'source': 'greeking.me', 'title': '50 Best Things to Do in Athens, Greece during 2022 - Greeking.me', 'link': 'https://greeking.me/blog/visiting-athens/item/88-50-things-to-do-in-athens', 'original': 'https://greeking.me/media/k2/items/cache/398a8bc2e3f7f879ff0986359513be80_L.jpg', 'is_product': False}, {'position': 3, 'thumbnail': 'https://serpapi.com/searches/6311fee9ca968f9db5157805/images/842a67711afa2404a4aed9a9dfef9b9ba47e2f77e0541ca0edc33f0bc57391dd.jpeg', 'source': 'britannica.com', 'title': 'Visit Athens, the largest city of Greece | Britannica', 'link': 'https://www.britannica.com/video/179661/Overview-Athens', 'original': 'https://cdn.britannica.com/61/179661-138-6F13E02A/Overview-Athens.jpg', 'is_product': True}, {'position': 4, 'thumbnail': 'https://serpapi.com/searches/6311fee9ca968f9db5157805/images/842a67711afa2404574eee87cdca2394180daacfdd1f5d24bc0c64f012b047c0.jpeg', 'source': 'cntraveler.com', 'title': '3 Days in Athens, Greece | Condé Nast Traveler', 'link': 'https://www.cntraveler.com/story/3-days-in-athens-greece', 'original': 'https://media.cntraveler.com/photos/5ad0ca78fb3e8334dea6e22e/16:9/w_2560%2Cc_limit/GettyImages-88786323.jpg', 'is_product': False}, {'position': 5, 'thumbnail': 'https://serpapi.com/searches/6311fee9ca968f9db5157805/images/842a67711afa24048ef614308f24f2afe182d882803154218f6f0a80df9d723b.jpeg', 'source': 'theplanetd.com', 'title': 'The Best Things to do in Athens, Greece | The Planet D', 'link': 'https://theplanetd.com/things-to-do-in-athens-greece/', 'original': 'https://theplanetd.com/images/things-to-do-in-athens-greece.jpg', 'is_product': False}]"

"Ha Long, Vietnam","[{'position': 1, 'thumbnail': 'https://serpapi.com/searches/6311feed0f9866e8ef8423ef/images/4a8064a45125875f5d7a3fd6bc969932a80a5407a123a5bfa0d3f86f950362ac.jpeg', 'source': 'worldnomads.com', 'title': 'Is Halong Bay in Vietnam Really Worth It?', 'link': 'https://www.worldnomads.com/explore/southeast-asia/vietnam/is-halong-bay-worth-it', 'original': 'https://media.worldnomads.com/explore/vietnam/halong-bay-vietnam-from-above-gettyimages.jpg', 'is_product': False}, {'position': 2, 'thumbnail': 'https://serpapi.com/searches/6311feed0f9866e8ef8423ef/images/4a8064a45125875f6b1f3001ca1f915341cb9adfaa0624442c09d278882899cb.jpeg', 'source': 'hotels.com', 'title': 'Ha Long Bay - What you need to know before you go – Go Guides', 'link': 'https://www.hotels.com/go/vietnam/ha-long-bay', 'original': 'https://a.cdn-hotels.com/gdcs/production77/d1902/21336448-81d8-4643-a1b9-1545d08172de.jpg', 'is_product': False}, {'position': 3, 'thumbnail': 'https://serpapi.com/searches/6311feed0f9866e8ef8423ef/images/4a8064a45125875f6d92341bdfed7e178f40ac9874674af146a64b4bb7c88c88.jpeg', 'source': 'hotels.com', 'title': 'Ha Long Bay - What you need to know before you go – Go Guides', 'link': 'https://www.hotels.com/go/vietnam/ha-long-bay', 'original': 'https://a.cdn-hotels.com/gdcs/production29/d1047/8b1fd206-0dd6-4674-af3d-6f2eddb35d9a.jpg?impolicy=fcrop&w=800&h=533&q=medium', 'is_product': False}, {'position': 4, 'thumbnail': 'https://serpapi.com/searches/6311feed0f9866e8ef8423ef/images/4a8064a45125875fc55271a8776732235eac9a037c28f7803c67948f48ea15a3.jpeg', 'source': 'en.wikipedia.org', 'title': 'Hạ Long Bay - Wikipedia', 'link': 'https://en.wikipedia.org/wiki/H%E1%BA%A1_Long_Bay', 'original': 'https://upload.wikimedia.org/wikipedia/commons/7/79/Ha_Long_Bay_in_2019.jpg', 'is_product': False}, {'position': 5, 'thumbnail': 'https://serpapi.com/searches/6311feed0f9866e8ef8423ef/images/4a8064a45125875f5f3f85ccd60d014116ea75c8fcda6008d80e80965c6b37e1.jpeg', 'source': 'tripadvisor.com', 'title': 'Halong Bay, Vietnam 2022: Best Places to Visit - Tripadvisor', 'link': 'https://www.tripadvisor.com/Tourism-g293923-Halong_Bay_Quang_Ninh_Province-Vacations.html', 'original': 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/04/5a/f5/3f/getlstd-property-photo.jpg?w=500&h=300&s=1', 'is_product': False}]"

